Name,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,UnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,ReorderPoint,ReorderQuantity,DefaultLocation,DefaultSublocation,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,SKU,Machine S/No,IsActive,,
Outstanding Invoices (Outstanding Payments),Accounts Brought Forward,Non-Stocked,FALSE,,,,Payments outstanding from September 2016 to February 2017,1085217.96,,FALSE,FALSE,0,,,,,,0,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
OVEN,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,"Make: Labjeniks
LONC-500
Temp: 25 to 100 degrees Celsius
Capacity: 30L Casing/Body: steel Country of manuf: USA
",0,,FALSE,FALSE,0,,BAUR BIOMEDICAL ELECTRONICS,BAUR,0,dclcm1004,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,BAUR,,TRUE,,
OVERHEAD TABLE,BTA,Stockable,FALSE,,,,OVERHEAD TABLE,186150,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Oxidase 50AMP x 0.75ml,BioMérieux,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,55635,,TRUE,,
"OXOID ANAEROBIC GEN, 3.5L ",SUNSHINE MEDICAL,Stockable,FALSE,,,,3.5l,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
Oxygen Apparatus,EUMED,Stockable,FALSE,,,,"Invacare, PerfectO2 Oxygen Concentrator            OR                                                                    Surgifield Medical Oxygen Concentrator Model SM-5A Concentrator (Surgifield Medical UK (Brand New) Oxygen Concentrator Model SM-5A. With Oxygen purity indicator, low and high pressure alarm, oxygen concentration ˃ 93% ± 3%. Oxygen flow up to 5L/Min, Noise level is ˂ 50dB with power failure alarm. Made in the UK)   
MAKE: EUMED               
",400000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"OXYGEN CONCENTRATOR, UNIT ",SUNSHINE MEDICAL,Stockable,FALSE,,,,OXYGEN CONCENTRATOR,450000,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,JAY10,,TRUE,,
OXYGEN CYLINDER,GENERAL CONSUMABLES,Stockable,FALSE,,,,OXYGEN CYLINDER,0,-100,FALSE,FALSE,32000,,KINGS SCIENCE WARES NIGERIA LTD,,32000,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
OXYGEN SENSOR,SUNSHINE MEDICAL,Stockable,FALSE,,,,FROM ARUBAH,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Oyo State Hospital Oyo,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
P.M. KIT VIDAS-MINIVIDAS MINIVIDAS-BLUE,BioMérieux,Stockable,FALSE,,,,"P.M. KIT VIDAS-MINIVIDAS MINIVIDAS-BLUE
",0,-100,FALSE,FALSE,16515.78947,,BIOMERIEUX,"4510000076-1
",31.38,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Packing and handling,BIOGENEX,Service,FALSE,,,,,0,-100,FALSE,FALSE,65022.04392,,Sigma Laborzentrifugen GmbH,,145,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PACTECCYSCOPE MALARIA BINOCULAR MICROSCOPE,SYSMEX,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,REF:CY-S-40054,1506191421,TRUE,,
PAGE PROFI,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PAINT,FACILITY MAINTENANCE,Stockable,FALSE,,,,120 LITRES OF WHITE PAINT,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PAINTING OF BLACK AND WHITE CAPESTONE OUTSIDE THE GATE,FACILITY MAINTENANCE,Stockable,FALSE,,,,PAINTING OF BLACK AND WHITE CAPETONE OUTSIDE THE GATE,0,,FALSE,FALSE,0,,Vincent Taminabo,,40000,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PAINTING OF TECHINAL STORE,FACILITY MAINTENANCE,Stockable,FALSE,,,,Painting of technical store,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PAP PEN, - ",BIOGENEX,Stockable,FALSE,,,,"PAP PEN, XT1001-PP",0,,FALSE,FALSE,0,,Biogenex Laboraiories inc.,XT1001-PP,0,DCLCCR1211,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,XT1001-PP,,TRUE,,
Papanicolaou Stain OG6,ATOM SCIENTIFIC/BDH,Stockable,FALSE,,,,1 Litre,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PAPER BOX, PC........ ",SUNSHINE MEDICAL,Stockable,FALSE,,,,pc........,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PAPER ROLL 57 X 70 MM,  ",Elitech,Stockable,FALSE,,,,"PAPER ROLL 57 X 70 MM, 3073-025",1092,0,FALSE,FALSE,1092,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PAPER TEST SLIDE, 3X1 INCH ",Elitech,Stockable,FALSE,,,,3x1 inch,0,,FALSE,FALSE,0,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PARA SIGHT REAGENTS,SIGHT DIAGNOSTICS,Stockable,FALSE,,,,Parasight reagent kit(1pk/500 test),0,-100,FALSE,FALSE,217780.7791,,SIGHT DIAGNOSTICS LTD,RK-01,500,,0,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
PARAFFIN,SUNSHINE MEDICAL,Stockable,FALSE,,,,,150000,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,0,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
Parafin Wax Pellet,SLEE,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
ParaSight Digital Cytometry Malaria Diagnostic Platform,SIGHT DIAGNOSTICS,Stockable,FALSE,,,,Para Sight Digital Cytometry Malaria Diagonostic platform with complete accessories.(without mouse/keyboard). 85kg.,16500000,600.9604729,FALSE,FALSE,2353913.043,,SIGHT DIAGNOSTICS LTD,Para Sight,6500,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PARTEC CYFLOW MINIPOC,Partec,Stockable,FALSE,,,,"Make: Partec,
Model: Cyflow 2.4 counter II
Country of manufacture: Germany
",8800000,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"Partition of cepheid centre, Building of wood shelves and glass work in showroom 3 and building of glass cover in showroom 1",FACILITY MAINTENANCE,Service,FALSE,,,,"Partition of cepheid centre, Building of wood shelves and glass work in showroom 3 and building of glass cover in showroom 1",0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PAS,MINI VIDAS ,Stockable,FALSE,,,,PO SC USA,470400,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PAS STAIN KIT,ATOM SCIENTIFIC/BDH,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PAS-AB,MINI VIDAS ,Stockable,FALSE,,,,PO SC USA,470400,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PASTEUR PIPETTE, PCS  ",SUNSHINE MEDICAL,Stockable,FALSE,,,,PCS ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PATELLA HAMMER TAYLOR L: 200MM,SOLID PLASTIC TRIANGULAR HEAD AND STAINLESS STEEL HANDLE",SURGIMAX,Stockable,FALSE,,,,"Patella hammer Taylor type for reflex testing, Length 200mm, with solid plastic triangular head and stainless steel handle, Brand:Surgimax  Model No:01-105-20
Colour:stainless ",0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PATELLA HAMMER, BUCK NEUROLOGICAL, 180MM WITH PIN AND BRUSH, STAINLESS STEEL HANDLE",SURGIMAX,Stockable,FALSE,,,,"Patella hammer, Buck neurological, 180mm with pin and brush, Stainless steel handle. Brand:Surgimax  Model No:01-103-18
Colour:stainless ",4.46,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PATHLOGICAL HB A2 CONTROL,SERBIA,Stockable,FALSE,,,,PATHOLOGICAL HB A2 CONTROL,0,-100,FALSE,FALSE,47368.42105,,SEBIA,4779,90,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PATIENT MONITOR BASE/POLE KIT, OO ",MINDRAY,Stockable,FALSE,,,,OO,0,,FALSE,FALSE,0,,Mindray,102042832,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,102042832,,TRUE,,
PATIENT VENTILATOR (ADULT) ,EDAN INSTRUMENTS INC,Stockable,FALSE,,,,"Model: boaray  5000
Brand: eumed
V-A/C, P-A/C, V-SIMV, P-SIMV, CPAP/PSV ",3203000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PBSC(PERIPHERAL BLODD STEM CELL) CARD ,HEMONETICS,Stockable,FALSE,,,,PBSC(PERIPHERAL BLODD STEM CELL) CARD 89965-LL,0,,FALSE,FALSE,0,,Haemotec (Pty) Ltd,89965-LL,315.29,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PC,HP,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCB Board,Haier blood Bank,Stockable,FALSE,,,,,345000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCB ETP-MER4040UPBG-02 + CABLE ,ELITECH SPARE PARTS,Stockable,FALSE,,,,"ETP4000UACG02 TOUCH CTRL USB BOARD, ELE51-018",0,-100,FALSE,FALSE,15578.94737,,Elitech Group B.V (Instruments/spare parts),ELE-51-018,29.6,DCLSP339,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCB RAM (CHIP),APDIA,Stockable,FALSE,,,,"HMNR51280V-85
LT1205A0122
",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PCB, Power Supply Block OV/CP, RoHs                            ",BECKMAN COULTER,Stockable,FALSE,,,,"PCB, Power Supply Block OV/CP, RoHs                            ",0,-100,FALSE,FALSE,588773.913,,Beckman Coulter South Africa,DBN004D,1354.18,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PCB,USER INTERFACE-VITEK2",BioMérieux,Stockable,FALSE,,,,"PCB,USER INTERFACE-VITEK 2 6201864",0,-100,FALSE,FALSE,76868.42105,,BIOMERIEUX,6201864,146.05,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCO2 SENSOR,MEDICA,Stockable,FALSE,,,,6202,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,6202,,TRUE,,
PCR TUBE RACK FOR 0.2ML,LASANY,Stockable,FALSE,,,,4PC/CTN,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCR tube rack-96 well,ISOLAB,Stockable,FALSE,,,,PCR tube rack - 96 well ,0,-100,FALSE,FALSE,778.94737,,,,,DCLCH1052,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCR Tubes,LIFE RIVER,Stockable,FALSE,,,,PCR tubes ,0,-100,FALSE,FALSE,41566.5708,,"Shanghai ZJ Bio-tech Co., Ltd",265,140,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PCR TUBES 0.2ML,CAPP ,Stockable,FALSE,,,,EXPELL pcr TUBES 0.2ML,0,,FALSE,FALSE,0,,,,,DCLSP292,0,,,,packs,,1,1,,1,1,,,,,,5100200C,,TRUE,,
PCR tubes- flat cap- attached caps- strip of 8-0.2 ml,ISOLAB,Stockable,FALSE,,,,"PCR tubes - flat cap - attached caps - strip of 8 - 0,2 ml ",0,-100,FALSE,FALSE,1784.21053,,,,,DCLCH1050,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PEADIATRIC VAC NEEDLE,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PEDAL WASTE BIN,BLBC CONCEPT,Stockable,FALSE,,,,"COLOURED PEDAL WASTE BIN(red,yellow and black)",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PEDIATIC CULTURE BOTTLE,BD,Stockable,FALSE,,,,"50btls/ctn, 442194",0,-100,FALSE,FALSE,7610.24231,,TITAN TECHNOLOGIES NIG LTD,,,DCLCM1018,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,,,TRUE,,
"PEDIATRIC ADAPTER SET, SET ",ELITECH SPARE PARTS,Stockable,FALSE,,,,"PEDIATRIC ADAPTER SET, 6002-828",49636,0,FALSE,FALSE,49636,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PELTER ELEMENT FOR VITRO,Vitro Scient,Stockable,FALSE,,,,PELTER ELEMENT FOR VITRO,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PELTIER ELEMENT , . ",ELITECH SPARE PARTS,Stockable,FALSE,,,,.6002-925,106797.6,0,FALSE,FALSE,106797.6,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PELTIER ELEMENT ASSAY, PK ",ELITECH SPARE PARTS,Stockable,FALSE,,,,6002-925,106797.6,40.73456382,FALSE,FALSE,75885.83579,,Elitech Group B.V (Instruments/spare parts),,129.5,DCLSP075,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PELTIER ELEMENT FOR MICROLAB,ELITECH SPARE PARTS,Stockable,FALSE,,,,PELTIER ELEMENT FOR MICRLAB,0,-100,FALSE,FALSE,36526.31579,,Elitech Group B.V (Instruments/spare parts),3390-042.,69.4,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PELTIER REPLACEMENT KIT,  UNIT   ",ELITECH SPARE PARTS,Stockable,FALSE,,,,"PELTIER REPLACEMENT KIT, 6003-127",141804,0,FALSE,FALSE,141804,,Elitech Group B.V (Instruments/spare parts),6003-127,169,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
PEN,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PERFECTUS ASPIRATION NEEDLE, 15GX30MM ",Medax,Stockable,FALSE,,,,"PERFECTUS Aspiration needle, PS15030-10, 15GX30MM",12000,0,FALSE,FALSE,12000,,Medax Medical Devices,PS15030-10,5.3,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"PERFECTUS ASPIRATION NEEDLE, 15GX40MM ",Medax,Stockable,FALSE,,,,"PERFECTUS Aspiration needle, 15GX40MM",12000,0,FALSE,FALSE,12000,,Medax Medical Devices,PS15040-10,5.3,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,15GX40MM,,TRUE,,
PERFECTUS BIOPSY NEEDLE,ABOTT,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Periodic Acid (1% Aqueous),ATOM SCIENTIFIC/BDH,Stockable,FALSE,,,,250mls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PERIPHERIAL BLOOD STEM CELL DISPOSAL SET, ML ",HEMONETICS,Stockable,FALSE,,,,ML,0,,FALSE,FALSE,0,,Haemotec (Pty) Ltd,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
PERISTALTIC PUMP BT600F(YZ25),SUNSHINE MEDICAL,Stockable,FALSE,,,,PERISTALTIC PUMP BT600F(YZ25),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PERISTATIC PUMP,Vitro Scient,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PERISTATIC PUMP MODEL, PC   ",APDIA,Stockable,FALSE,,,,pc  ,0,,FALSE,FALSE,0,,APDIA,10040,0, DCLSP227,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,10040,,TRUE,,
PERISTATIC PUMP TUBE,Vitro Scient,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Peristatic roller pump tube for labjeniks,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,PUMP TUBE,0,,FALSE,FALSE,0,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",P12.15.322022-00,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Perls prussian blue,MINI VIDAS ,Stockable,FALSE,,,,PO SC USA/SIGMA,318400,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PERSONAL BREATH ALCOHOL TESTER,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PERSONAL LAB MAINTENANCE KIT,Adaltis,Stockable,FALSE,,,,12 MNTH,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Petri Dish,Himedia,Stockable,FALSE,,,,"Disposable petridish, per carton",25000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PH ELECTRODE, P  C ",LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,PH ELECTRODE.,166000,238.4080493,FALSE,FALSE,49053.20673,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",,68,DCLSP282,2,5,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PH ELECTRODE, P C ",BIOLYTE,Stockable,FALSE,,,,P C,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PH ELECTRODE, PCS ",Convergent Reagent,Stockable,FALSE,,,,pcs,69500,0,FALSE,FALSE,69500,,Convergent Technologies GmbH & Co. KG,,0,DCLSP152,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PH Internal ,OPTIKA,Stockable,FALSE,,,,,18125,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PH METER,SUNSHINE MEDICAL,Stockable,FALSE,,,,PHS-3C,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,PHS3C,,TRUE,,
"PH METER,   CTN ",SUNSHINE MEDICAL,Stockable,FALSE,,,,PH/TDS-986,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,DCLSP133,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,ph-986,,TRUE,,
PH PORTABLE METER,Hanna,Stockable,FALSE,,,,"MODEL: Hanna HI99131
Compact, Heavy-duty and Waterproof with Electrode and Probe
Automatic Temperature Compensation
pH Accuracy: +0.02 pH
pH Range: -2 to 16 pH
",445000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PHASED (BODY SURFACE) PROBE, 0KM  ",MINDRAY,Stockable,FALSE,,,,0KM ,0,,FALSE,FALSE,0,,Mindray,P4-2/ 2P2,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,P4-2/ 2P2,,TRUE,,
PHILIP UV LAMP,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PHILIPS LOW HALOGEN LAMP, PC  ",ELITECH SPARE PARTS,Stockable,FALSE,,,,pc ,0,,FALSE,FALSE,0,,Elitech Group B.V (Instruments/spare parts),,0,DCLSP025,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"PHIX CONTROL V3, V3 ",ALLIANCE GLOBAL(AGBL) REAGENTS,Stockable,FALSE,,,,v3,0,,FALSE,FALSE,0,,ALLIANCE GLOBAL,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PHLEBOTOMY CHAIR,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
PHLEBOTOMY COUCH,SUNSHINE MEDICAL,Stockable,FALSE,,,,BASKET DONOR COUCH,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"PHOENIX ACCESSORIES,  UNIT  ",SUNSHINE MEDICAL,Stockable,FALSE,,,, unit ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,dclch1007,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
PHOENIX CFL PHOTOTHERAPY UNIT,Phoenix,Stockable,FALSE,,,,"Make; Phoenix
Model: CF101
",606000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,CFL 101,,TRUE,,
PHOENIX INFANT BASSINET,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,BAS101,,TRUE,,
PHOENIX INFANT RADIANT WARMER,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,NWS101,,TRUE,,
PHOENIX OPEN CARE WARMER,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,OCW100,,TRUE,,
"PHOSPHATE BUFFER SALINE, 120 ML ",BIOGENEX,Stockable,FALSE,,,,"PHOSPHATE BUFFER SALINE, HK091-5KE",0,,FALSE,FALSE,0,,Biogenex Laboraiories inc.,HK091-5KE,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,HK091-5KE,,TRUE,,
"PHOSPHOROUS 2X100ML, 2X100ML ",Giesse reagents,Stockable,FALSE,,,,Phosphorous 2x100ml,7440,18.94563443,FALSE,FALSE,6254.95844,,Giesse Diagnostics,31,5.58,DCLCCR1071,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,31,,TRUE,,
PHOSPHORUS 2X125 ML,Elitech,Stockable,FALSE,,,,PHOSPHORUS 2X125 ML PHOS-0600,12931.1,336.1607368,FALSE,FALSE,2964.75563,,Elitech Distribution (Reagents),PHOS-0600,7.01,DCLCCR1289,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"PHOSPHORUS,6 X 20 ML ",Elitech,Stockable,FALSE,,,,"PHOSPHORUS, PHOS 0230,6 x 20 ml",12411.1,118.3781894,FALSE,FALSE,5683.30566,,Elitech Distribution (Reagents),PHOS 0230,9.52,DCLCCR1034,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
