OrderNumber,InventoryStatus,PaymentStatus,Vendor,ContactName,Phone,VendorAddress1,VendorAddress2,VendorCity,VendorState,VendorCountry,VendorPostalCode,VendorAddressRemarks,ShipToCompanyName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToCountry,ShipToPostalCode,ShipToAddressRemarks,CurrencyCode,ExchangeRate,NonVendorCost,OrderDate,OrderRemarks,Freight,DueDate,DatePaid,AmountPaid,RequestedShipDate,VendorOrderNumber,Location,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,VendorItemCode,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled,
PO-000170,Started,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/20/2018 12:55:02 PM,"TERM: 


PAYMENT: NET 60 DAYS 

DELIVERY : WITHIN 28 DAYS OF ORDER CONFIRMATION.


SHIPMENT: CIP LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.


",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,CHOLESTEROL LDL SL 2G 4X28,"CHOLESTEROL LDL 2G, 4X28ml",6,packs,105.32,0 %,LDLL 0230,631.92,,Taxable,False,
PO-000170,Started,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/20/2018 12:55:02 PM,"TERM: 


PAYMENT: NET 60 DAYS 

DELIVERY : WITHIN 28 DAYS OF ORDER CONFIRMATION.


SHIPMENT: CIP LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.


",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HDL CHOLESTEROL CALIBRATOR 2G 4X1ML,HDLL 0041  4X1ML,15,,87.96,0 %,HDLL 0041,1319.4,,Taxable,False,
PO-000170,Started,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/20/2018 12:55:02 PM,"TERM: 


PAYMENT: NET 60 DAYS 

DELIVERY : WITHIN 28 DAYS OF ORDER CONFIRMATION.


SHIPMENT: CIP LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.


",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,MICROPROTEIN,MICROPROTEIN  2X125 ML,1,,33.34,0 %,PRTU-0600  ,33.34,,Taxable,False,
PO-000170,Started,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/20/2018 12:55:02 PM,"TERM: 


PAYMENT: NET 60 DAYS 

DELIVERY : WITHIN 28 DAYS OF ORDER CONFIRMATION.


SHIPMENT: CIP LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.


",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,MICROPROTEIN STD,MICROPROTEIN STD 4X2ML,1,,13.41,0 %, PRTU-0022 ,13.41,,Taxable,False,
PO-000171,Unfulfilled,Paid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/24/2018 1:21:05 PM,,,,6/25/2018 11:51:41 AM,3465.6,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,INVOICE NUMBER 182846,INVOICE NUMBER 182846 DATED: 04/04/18,1,,265,0 %,182846,265,,Taxable,False,
PO-000171,Unfulfilled,Paid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/24/2018 1:21:05 PM,,,,6/25/2018 11:51:41 AM,3465.6,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,INVOICE NUMBER 183239,INVOICE NUMBER 183239 DATED: 18/04/2018,1,,255,0 %,182846,255,,Taxable,False,
PO-000171,Unfulfilled,Paid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/24/2018 1:21:05 PM,,,,6/25/2018 11:51:41 AM,3465.6,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,INVOICE NUMBER 183446,INVOICE NUMBER 183446 DATED: 25/04/2018,1,,295,0 %,183446,295,,Taxable,False,
PO-000171,Unfulfilled,Paid,DWF AIR SERVICE,Janine Lobig,+49 (0) 6107-985835,Morfelder Strasse 111,D-65451 Kelsterbach,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,4/24/2018 1:21:05 PM,,,,6/25/2018 11:51:41 AM,3465.6,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,INVOICE NUMBER 183653,INVOICE NUMBER 183653 DATEDE: 30/04/2018,1,,2650.6,0 %,183653,2650.6,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO HBSAG KIT(96 TESTS),"HBSAG KIT(96 TESTS), E0315  ",72,,12,0 %,E0315  ,864,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO HCV KIT (96 TESTS),"HCV KIT (96 TESTS), E0320 ",57,,18,0 %,E0320 ,1026,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO T4,"T4 KIT (96 TESTS), E1002 ",2,,23,0 %,E1002 ,46,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO HIV KIT,"HIV KIT (1&2) 96 TESTS, E0321   ",10,,25,0 %,E0321   ,250,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO TSH,TSH KIT (96 TESTS) ,2,,23,0 %,E1003,46,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO FREE T3,FREE T3 (96 TESTS),2,,28,0 %,E1004,56,,Taxable,False,
PO-000172,Fulfilled,Paid,"Autobio Diagnostics Co., Ltd",Leo Yang,+86-13526828037,"No. 87 Jingbei Yi Road, ",National Eco & TeC Development Area.,Zhengzhou,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,4/30/2018 2:12:47 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 28 DAYS OF PAYMENT CONFIRMATION.


SHIPMENT: CFR Lagos Airport.





VIVIAN OPARA
SUPPLY CHAIN MANAGER.",,7/9/2018 2:06:33 PM,8/30/2018 10:58:26 AM,2344,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,AUTOBIO FREE T4,FREE T4 (96 TESTS),2,,28,0 %,E1005,56,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"DS-III (NO.3) STANDARD A,B& C BTLS ","DS-III STANDARD A,B,C P14.03.105045-00",10,btl,0,0 %,P14.03.105045-00,0,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"CO2   STANDARD, ",DS-V CO2 STANDARD 50ML,10,btl,0,0 %,P14.03.105028-00,0,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"DEPROTEIN SOLUTION, PKS ",DEPROTEIN SOLUTION,10,pcs.,0,0 %,P14.03.105023-00,0,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"CLEANING SOLUTION, BTL ",CLEANING SOLUTION 250 ML,10,pcs.,0,0 %,p14.03 105008-00,0,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"LABJENIKS FULLY AUTOMATED ELECTROLYTE ANALYZER,","LABJENIKS Q-LYTE 60  : K+, Na+, Cl-, Ca+, PH,TC02,Ref.",3,,2500,0 %, Q-LYTE 60,7500,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"C STANDARD, BTL ",DS-C STANDARD C 400ML ,10,btl,0,0 %,P14.03.105025-00,0,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"REFERENCE FILING SOLUTION,  ",DS- REF FILLING SOLUTION 10ML,30,btl,8,0 %,P14.03.105020-00,240,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"SODIUM ELECTRODE, PC ","SODIUM ELECTRODE, S/N: 82L171236",2,,80,0 %,,160,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"POTASSIUM ELECTRODE, PC  ","POTASSIUM ELECTRODE, S/N:91K171003",2,,80,0 %,,160,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"CHLORIDE  ELECTRODE, P C ",p c,2,,80,0 %,,160,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"PH ELECTRODE, P  C ",PH ELECTRODE.,2,,80,0 %,,160,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"CALCIUM  ELECTRODE,   P C "," CALCIUM ELECTRODE, S/N: 84L171149",2,,80,0 %,,160,,Taxable,False,
PO-000173,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,5/2/2018 2:16:24 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.







Vivian Opara
Supply Chain Dept.
",950,7/27/2018 1:38:46 PM,8/30/2018 10:58:39 AM,9650,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"REFERENCE  ELECTRODE,P C ",   p c,2,,80,0 %,,160,,Taxable,False,
